name,ethnic,rate
Portwarder,Middle Dutch,1
Poste,Middle Dutch,1
Potmakere,Middle Dutch,1
Pots,Middle Dutch,1
Pottere,Middle Dutch,1
Poytre,Middle Dutch,1
Pratre,Middle Dutch,1
Preceptor,Middle Dutch,1
Prepositus,Middle Dutch,1
Presbiter,Middle Dutch,1
Presbitero,Middle Dutch,1
Procuratori,Middle Dutch,1
Proefst,Middle Dutch,1
Proefts,Middle Dutch,1
Provisori,Middle Dutch,1
Pryckert,Middle Dutch,1
Puls,Middle Dutch,1
Putoc,Middle Dutch,1
Putoch,Middle Dutch,1
Putocke,Middle Dutch,1
Quade,Middle Dutch,1
Quareels,Middle Dutch,1
Quic,Middle Dutch,1
Quistwater,Middle Dutch,1
Raat,Middle Dutch,1
Raeds,Middle Dutch,1
Raet,Middle Dutch,1
Rape,Middle Dutch,1
Raven,Middle Dutch,1
Rechtre,Middle Dutch,1
Rector,Middle Dutch,1
Regis,Middle Dutch,1
Reigher,Middle Dutch,1
Ridder,Middle Dutch,1
Riddere,Middle Dutch,1
Riddre,Middle Dutch,1
Riemakere,Middle Dutch,1
Rietmakere,Middle Dutch,1
Riim,Middle Dutch,1
Rijnvisch,Middle Dutch,1
Rike,Middle Dutch,1
Riken,Middle Dutch,1
Rin,Middle Dutch,1
Rinvisch,Middle Dutch,1
Roden,Middle Dutch,1
Roede,Middle Dutch,1
Roeden,Middle Dutch,1
Rouer,Middle Dutch,1
Rouvoet,Middle Dutch,1
Rowerus,Middle Dutch,1
Ruffo,Middle Dutch,1
Sacerdos,Middle Dutch,1
Sacerdotis,Middle Dutch,1
Sadelaer,Middle Dutch,1
Sage,Middle Dutch,1
Sages,Middle Dutch,1
Salm,Middle Dutch,1
Scabinus,Middle Dutch,1
Scachtre,Middle Dutch,1
Scakart,Middle Dutch,1
Scamel,Middle Dutch,1
Scamps,Middle Dutch,1
Scankart,Middle Dutch,1
Scarlaken,Middle Dutch,1
Sceerre,Middle Dutch,1
Scelwart,Middle Dutch,1
Scenkel,Middle Dutch,1
Scenkele,Middle Dutch,1
Scepene,Middle Dutch,1
Scepmakere,Middle Dutch,1
Sceppere,Middle Dutch,1
Sceppre,Middle Dutch,1
Scermer,Middle Dutch,1
Scermre,Middle Dutch,1
Schelewart,Middle Dutch,1
Schelkini,Middle Dutch,1
Schille,Middle Dutch,1
Schulte,Middle Dutch,1
Scildere,Middle Dutch,1
Scinkel,Middle Dutch,1
Scipmans,Middle Dutch,1
Sclix,Middle Dutch,1
Scluter,Middle Dutch,1
Scoete,Middle Dutch,1
Scolmester,Middle Dutch,1
Scomaker,Middle Dutch,1
Scop,Middle Dutch,1
Scoreel,Middle Dutch,1
Scosuttere,Middle Dutch,1
Scote,Middle Dutch,1
Scotelare,Middle Dutch,1
Scotellere,Middle Dutch,1
Scoten,Middle Dutch,1
Scotte,Middle Dutch,1
Scoute,Middle Dutch,1
Screvel,Middle Dutch,1
Scrivere,Middle Dutch,1
Scrodere,Middle Dutch,1
Scroedere,Middle Dutch,1
Sculte,Middle Dutch,1
Scultet,Middle Dutch,1
Scultetus,Middle Dutch,1
Sculthetus,Middle Dutch,1
Scultinc,Middle Dutch,1
Scute,Middle Dutch,1
Sdeckers,Middle Dutch,1
Senum,Middle Dutch,1
Slabbart,Middle Dutch,1
Slic,Middle Dutch,1
Slieve,Middle Dutch,1
Slikeman,Middle Dutch,1
Sloet,Middle Dutch,1
Sloeue,Middle Dutch,1
Sluke,Middle Dutch,1
Sluter,Middle Dutch,1
Smeder,Middle Dutch,1
Smet,Middle Dutch,1
Smicke,Middle Dutch,1
Smiec,Middle Dutch,1
Smit,Middle Dutch,1
Smout,Middle Dutch,1
Snauel,Middle Dutch,1
Snep,Middle Dutch,1
Snepart,Middle Dutch,1
Snepore,Middle Dutch,1
Snider,Middle Dutch,1
Snidere,Middle Dutch,1
Sonderland,Middle Dutch,1
Spaen,Middle Dutch,1
Spanekijn,Middle Dutch,1
Spanekine,Middle Dutch,1
Spiegel,Middle Dutch,1
Spiker,Middle Dutch,1
Spirinc,Middle Dutch,1
Spirinx,Middle Dutch,1
Spriet,Middle Dutch,1
Sprinx,Middle Dutch,1
Stael,Middle Dutch,1
Stamelare,Middle Dutch,1
Stamelarit,Middle Dutch,1
Stamelart,Middle Dutch,1
Steenaert,Middle Dutch,1
Steenard,Middle Dutch,1
Steenbichlers,Middle Dutch,1
Steenbiclere,Middle Dutch,1
Steene,Middle Dutch,1
Steimpel,Middle Dutch,1
Steneken,Middle Dutch,1
Stippekender,Middle Dutch,1
Stir,Middle Dutch,1
Stoc,Middle Dutch,1
Stoep,Middle Dutch,1
Stoerm,Middle Dutch,1
Stopelkin,Middle Dutch,1
Storhem,Middle Dutch,1
Strael,Middle Dutch,1
Strich,Middle Dutch,1
Strument,Middle Dutch,1
Stuucs,Middle Dutch,1
Suardt,Middle Dutch,1
Svaif,Middle Dutch,1
Svancken,Middle Dutch,1
Svarten,Middle Dutch,1
Svende,Middle Dutch,1
Tant,Middle Dutch,1
Tapijtmacre,Middle Dutch,1
Tater,Middle Dutch,1
Tatere,Middle Dutch,1
Tauernier,Middle Dutch,1
Tauwere,Middle Dutch,1
Tay,Middle Dutch,1
Temmerman,Middle Dutch,1
Textoris,Middle Dutch,1
Thieghelere,Middle Dutch,1
Thuin,Middle Dutch,1
Timermans,Middle Dutch,1
Timmerman,Middle Dutch,1
Tintemakere,Middle Dutch,1
Tolnar,Middle Dutch,1
Tolnare,Middle Dutch,1
Tolner,Middle Dutch,1
Tolnere,Middle Dutch,1
Tolnerre,Middle Dutch,1
Toreel,Middle Dutch,1
Touwere,Middle Dutch,1
Toyart,Middle Dutch,1
Trusere,Middle Dutch,1
Tscriuers,Middle Dutch,1
Tuc,Middle Dutch,1
Tunne,Middle Dutch,1
Turc,Middle Dutch,1
Ulf,Middle Dutch,1
Vaelspaen,Middle Dutch,1
Vaken,Middle Dutch,1
Valant,Middle Dutch,1
Valecappe,Middle Dutch,1
Valke,Middle Dutch,1
Valkenare,Middle Dutch,1
Vector,Middle Dutch,1
Vekenstyl,Middle Dutch,1
Velkenere,Middle Dutch,1
Verkins,Middle Dutch,1
Verwere,Middle Dutch,1
Vetten,Middle Dutch,1
Viltkin,Middle Dutch,1
Viltre,Middle Dutch,1
Vincs,Middle Dutch,1
Vinke,Middle Dutch,1
Vinken,Middle Dutch,1
Vint,Middle Dutch,1
Virtichponde,Middle Dutch,1
Visc,Middle Dutch,1
Viscopere,Middle Dutch,1
Visevase,Middle Dutch,1
Visscehre,Middle Dutch,1
Visscere,Middle Dutch,1
Vladebackere,Middle Dutch,1
Vladebacre,Middle Dutch,1
Vleesaure,Middle Dutch,1
Vleeschaure,Middle Dutch,1
Vleischouwer,Middle Dutch,1
Vleschouwer,Middle Dutch,1
Vleshouwere,Middle Dutch,1
Vlieghe,Middle Dutch,1
Voet,Middle Dutch,1
Vogel,Middle Dutch,1
Voghelare,Middle Dutch,1
Voit,Middle Dutch,1
Volre,Middle Dutch,1
Vos,Middle Dutch,1
Vosse,Middle Dutch,1
Vosseken,Middle Dutch,1
Vraet,Middle Dutch,1
Vrie,Middle Dutch,1
Vriend,Middle Dutch,1
Vrint,Middle Dutch,1
Vrode,Middle Dutch,1
Vrodn,Middle Dutch,1
Vroede,Middle Dutch,1
Vroedn,Middle Dutch,1
Vromoeds,Middle Dutch,1
Wacghe,Middle Dutch,1
Wachtere,Middle Dutch,1
Waldacker,Middle Dutch,1
Wanre,Middle Dutch,1
Warmoes,Middle Dutch,1
Wart,Middle Dutch,1
Wauel,Middle Dutch,1
Wauels,Middle Dutch,1
Weder,Middle Dutch,1
Weis,Middle Dutch,1
Weuere,Middle Dutch,1
Widoeghe,Middle Dutch,1
Wilde,Middle Dutch,1
Witte,Middle Dutch,1
Wittebart,Middle Dutch,1
Wittebloem,Middle Dutch,1
Wittebroet,Middle Dutch,1
Witten,Middle Dutch,1
Wlslagre,Middle Dutch,1
Wort,Middle Dutch,1
Wortman,Middle Dutch,1
Zalm,Middle Dutch,1
Zassen,Middle Dutch,1
Zieken,Middle Dutch,1
Ziele,Middle Dutch,1
Zonne,Middle Dutch,1
Zuakart,Middle Dutch,1
Zuarte,Middle Dutch,1
Zwertvegher,Middle Dutch,1
Abbot,Middle English,13
Abbott,Middle English,13
Ackerman,Middle English,13
Alder,Middle English,13
Archer,Middle English,13
Arkwright,Middle English,13
Ash,Middle English,13
Ashe,Middle English,13
Atwood,Middle English,13
Baker,Middle English,13
Bard,Middle English,13
Barker,Middle English,13
Barnes,Middle English,13
Battle,Middle English,13
Baxter,Middle English,13
Becker,Middle English,13
Bell,Middle English,13
Berry,Middle English,13
Bishop,Middle English,13
Body,Middle English,13
Bolt,Middle English,13
Boteler,Middle English,13
Boutcher,Middle English,13
Bowyer,Middle English,13
Brewer,Middle English,13
Brewster,Middle English,13
Briar,Middle English,13
Bridger,Middle English,13
Briggs,Middle English,13
Brock,Middle English,13
Brook,Middle English,13
Brooke,Middle English,13
Brooks,Middle English,13
Bundy,Middle English,13
Burnside,Middle English,13
Burroughs,Middle English,13
Burrows,Middle English,13
Bush,Middle English,13
Butcher,Middle English,13
Butler,Middle English,13
Cade,Middle English,13
Carpenter,Middle English,13
Carter,Middle English,13
Cartwright,Middle English,13
Cash,Middle English,13
Chace,Middle English,13
Chandler,Middle English,13
Chaplin,Middle English,13
Chapman,Middle English,13
Churchward,Middle English,13
Clark,Middle English,13
Clarke,Middle English,13
Clay,Middle English,13
Coleman,Middle English,13
Collier,Middle English,13
Collyer,Middle English,13
Colt,Middle English,13
Conner,Middle English,13
Cook,Middle English,13
Cooke,Middle English,13
Cooper,Middle English,13
Coppersmith,Middle English,13
Court,Middle English,13
Cowper,Middle English,13
Cox,Middle English,13
Crapper,Middle English,13
Croft,Middle English,13
Cropper,Middle English,13
Cross,Middle English,13
Crump,Middle English,13
Cutler,Middle English,13
Dale,Middle English,13
Day,Middle English,13
Deacon,Middle English,13
Dean,Middle English,13
Deane,Middle English,13
Dexter,Middle English,13
Dike,Middle English,13
Dodd,Middle English,13
Draper,Middle English,13
Dyer,Middle English,13
Earl,Middle English,13
Earle,Middle English,13
Falconer,Middle English,13
Falkner,Middle English,13
Farrah,Middle English,13
Faulkner,Middle English,13
Fisher,Middle English,13
Fletcher,Middle English,13
Ford,Middle English,13
Forester,Middle English,13
Forrest,Middle English,13
Forster,Middle English,13
Foster,Middle English,13
Fowler,Middle English,13
Fox,Middle English,13
Freeman,Middle English,13
Fuller,Middle English,13
Gage,Middle English,13
Gardener,Middle English,13
Gardiner,Middle English,13
Gardner,Middle English,13
Garland,Middle English,13
Garside,Middle English,13
Gary,Middle English,13
Glover,Middle English,13
Gold,Middle English,13
Goldsmith,Middle English,13
Gorsuch,Middle English,13
Granger,Middle English,13
Graves,Middle English,13
Grayson,Middle English,13
Green,Middle English,13
Greene,Middle English,13
Greeves,Middle English,13
Greyson,Middle English,13
Gross,Middle English,13
Grove,Middle English,13
Grover,Middle English,13
Hall,Middle English,13
Harp,Middle English,13
Harper,Middle English,13
Hatmaker,Middle English,13
Hawthorne,Middle English,13
Hayward,Middle English,13
Hazel,Middle English,13
Head,Middle English,13
Heather,Middle English,13
Hill,Middle English,13
Hillier,Middle English,13
Hodder,Middle English,13
Holland,Middle English,13
Holley,Middle English,13
Holly,Middle English,13
Holmes,Middle English,13
Holt,Middle English,13
Homer,Middle English,13
Hooke,Middle English,13
Hope,Middle English,13
Horner,Middle English,13
House,Middle English,13
Howe,Middle English,13
Hume,Middle English,13
Hunt,Middle English,13
Hunter,Middle English,13
Huntsman,Middle English,13
Hyde,Middle English,13
Jagger,Middle English,13
Johnston,Middle English,13
Judge,Middle English,13
Justice,Middle English,13
Kay,Middle English,13
Kaye,Middle English,13
Keats,Middle English,13
Kempster,Middle English,13
Kerry,Middle English,13
Kirk,Middle English,13
Kirke,Middle English,13
Knight,Middle English,13
Lamb,Middle English,13
Land,Middle English,13
Lane,Middle English,13
Lark,Middle English,13
Layne,Middle English,13
Lea,Middle English,13
Lederer,Middle English,13
Lee,Middle English,13
Leigh,Middle English,13
Lister,Middle English,13
Lowell,Middle English,13
Luther,Middle English,13
Machen,Middle English,13
Maison,Middle English,13
Malthus,Middle English,13
March,Middle English,13
Marsh,Middle English,13
Marshal,Middle English,13
Marshall,Middle English,13
Martin,Middle English,13
Mason,Middle English,13
May,Middle English,13
Mercer,Middle English,13
Metcalf,Middle English,13
Metcalfe,Middle English,13
Miller,Middle English,13
Millerchip,Middle English,13
Mills,Middle English,13
Milner,Middle English,13
Moore,Middle English,13
Napier,Middle English,13
Newby,Middle English,13
Nutter,Middle English,13
Page,Middle English,13
Paige,Middle English,13
Pain,Middle English,13
Paine,Middle English,13
Painter,Middle English,13
Parker,Middle English,13
Parsons,Middle English,13
Payne,Middle English,13
Pike,Middle English,13
Piper,Middle English,13
Pitt,Middle English,13
Plowright,Middle English,13
Porter,Middle English,13
Portman,Middle English,13
Potter,Middle English,13
Preacher,Middle English,13
Prentice,Middle English,13
Provost,Middle English,13
Purple,Middle English,13
Pyper,Middle English,13
Rider,Middle English,13
Ridge,Middle English,13
Ring,Middle English,13
Rock,Middle English,13
Roper,Middle English,13
Rose,Middle English,13
Rowen,Middle English,13
Rush,Middle English,13
Ryder,Middle English,13
Sanger,Middle English,13
Sangster,Middle English,13
Sawyer,Middle English,13
Sayer,Middle English,13
Sayers,Middle English,13
Saylor,Middle English,13
Scarlett,Middle English,13
Seller,Middle English,13
Sellers,Middle English,13
Sexton,Middle English,13
Shaw,Middle English,13
Shearer,Middle English,13
Shepherd,Middle English,13
Sheppard,Middle English,13
Sherman,Middle English,13
Shoemaker,Middle English,13
Shore,Middle English,13
Silver,Middle English,13
Sixsmith,Middle English,13
Skinner,Middle English,13
Slater,Middle English,13
Smith,Middle English,13
Spear,Middle English,13
Spears,Middle English,13
Spencer,Middle English,13
Spenser,Middle English,13
Steele,Middle English,13
Steward,Middle English,13
Stewart,Middle English,13
Stott,Middle English,13
Straw,Middle English,13
Stuart,Middle English,13
Sumner,Middle English,13
Tanner,Middle English,13
Taylor,Middle English,13
Thacker,Middle English,13
Thatcher,Middle English,13
Thorn,Middle English,13
Thorne,Middle English,13
Tinker,Middle English,13
Trapp,Middle English,13
Travers,Middle English,13
Travis,Middle English,13
Trump,Middle English,13
Tucker,Middle English,13
Turner,Middle English,13
Tyler,Middle English,13
Underwood,Middle English,13
Waggoner,Middle English,13
Wagoner,Middle English,13
Wainwright,Middle English,13
Walker,Middle English,13
Ward,Middle English,13
Warner,Middle English,13
Wayne,Middle English,13
Weaver,Middle English,13
Webb,Middle English,13
Webber,Middle English,13
Webster,Middle English,13
Wells,Middle English,13
West,Middle English,13
Wheeler,Middle English,13
Wheelwright,Middle English,13
Whitney,Middle English,13
Wild,Middle English,13
Wilde,Middle English,13
Wile,Middle English,13
Wiles,Middle English,13
Wood,Middle English,13
Woodger,Middle English,13
Woodman,Middle English,13
Woodrow,Middle English,13
Woods,Middle English,13
Woodward,Middle English,13
Wright,Middle English,13
Keller,Middle German,9
Cun,Middle German,7
Cuon,Middle German,7
Ganter,Middle German,7
Blum,Middle German,6
Bluom,Middle German,6
Dornhains,Middle German,6
Scherer,Middle German,6
Schnider,Middle German,6
Truchtinger,Middle German,6
Blumen,Middle German,5
Bluomen,Middle German,5
Frantz,Middle German,5
Hiller,Middle German,5
Huoter,Middle German,5
Huter,Middle German,5
Moeschlin,Middle German,5
Moschlin,Middle German,5
Murer,Middle German,5
Vilinger,Middle German,5
Vischer,Middle German,5
Aigels,Middle German,4
Glueg,Middle German,4
Hagg,Middle German,4
Haugg,Middle German,4
Hower,Middle German,4
Koch,Middle German,4
Messerschmid,Middle German,4
Messing,Middle German,4
Ortolff,Middle German,4
Pfankuchen,Middle German,4
Pfankuochen,Middle German,4
Roetembach,Middle German,4
Rot,Middle German,4
Rotembach,Middle German,4
Rout,Middle German,4
Schmid,Middle German,4
Schriber,Middle German,4
Swab,Middle German,4
Swaub,Middle German,4
Ablin,Middle German,3
Aeblin,Middle German,3
Beschaiden,Middle German,3
Birker,Middle German,3
Brotbek,Middle German,3
Buchamer,Middle German,3
Buochamer,Middle German,3
Dornhain,Middle German,3
Draeyer,Middle German,3
Drayer,Middle German,3
Eberhart,Middle German,3
Endinger,Middle German,3
Floeter,Middle German,3
Floter,Middle German,3
Frodenrich,Middle German,3
Froedenrich,Middle German,3
Gierings,Middle German,3
Giesser,Middle German,3
Gosshain,Middle German,3
Grait,Middle German,3
Groman,Middle German,3
Guot,Middle German,3
Gut,Middle German,3
Harscher,Middle German,3
Harthain,Middle German,3
Hinderofen,Middle German,3
Knoll,Middle German,3
Landolt,Middle German,3
Lientz,Middle German,3
Lutz,Middle German,3
Maeslin,Middle German,3
Mafftz,Middle German,3
Martin,Middle German,3
Maslin,Middle German,3
Nientz,Middle German,3
Niess,Middle German,3
Nufringer,Middle German,3
Probst,Middle German,3
Rainhart,Middle German,3
Richenbach,Middle German,3
Roetlin,Middle German,3
Rosenveld,Middle German,3
Rotlin,Middle German,3
Ruf,Middle German,3
Ruof,Middle German,3
Schaerlin,Middle German,3
Schappels,Middle German,3
Scharlin,Middle German,3
Sichler,Middle German,3
Singer,Middle German,3
Stilhart,Middle German,3
Stoeffler,Middle German,3
Stoffler,Middle German,3
Tigensshain,Middle German,3
Wachssing,Middle German,3
Waechssing,Middle German,3
Weber,Middle German,3
Winman,Middle German,3
Winterlinger,Middle German,3
Wirt,Middle German,3
Wuest,Middle German,3
Wust,Middle German,3
Zeller,Middle German,3
Zyppolt,Middle German,3
Aertzinger,Middle German,2
Aigel,Middle German,2
Algossin,Middle German,2
Artzat,Middle German,2
Artzinger,Middle German,2
Aulber,Middle German,2
Aulgoessin,Middle German,2
Bader,Middle German,2
Bendels,Middle German,2
Benner,Middle German,2
Bern,Middle German,2
Bletzin,Middle German,2
Bock,Middle German,2
Boller,Middle German,2
Broehlin,Middle German,2
Brohlin,Middle German,2
Brulingerin,Middle German,2
Bung,Middle German,2
Byderman,Middle German,2
Byter,Middle German,2
Cantzler,Middle German,2
Deling,Middle German,2
Denkinger,Middle German,2
Diechtler,Middle German,2
Doener,Middle German,2
Doner,Middle German,2
Dormettinger,Middle German,2
Dornfogel,Middle German,2
Egnolffs,Middle German,2
Fraevel,Middle German,2
Fravel,Middle German,2
Friburger,Middle German,2
Frueger,Middle German,2
Fruger,Middle German,2
Fuchs,Middle German,2
Fueg,Middle German,2
Fug,Middle German,2
Geseller,Middle German,2
Goettfrid,Middle German,2
Gosshains,Middle German,2
Gottfrid,Middle German,2
Grauff,Middle German,2
Grundlers,Middle German,2
Guldins,Middle German,2
Gunther,Middle German,2
Gunthers,Middle German,2
Gyger,Middle German,2
Hachel,Middle German,2
Haechel,Middle German,2
Haeggin,Middle German,2
Haegillin,Middle German,2
Hafner,Middle German,2
Haggin,Middle German,2
Hagillin,Middle German,2
Harder,Middle German,2
Hartlieb,Middle German,2
Held,Middle German,2
Herman,Middle German,2
Herr,Middle German,2
Hetzingers,Middle German,2
Hickeller,Middle German,2
Hiltprands,Middle German,2
Holder,Middle German,2
Hubers,Middle German,2
Humel,Middle German,2
Huobers,Middle German,2
Huser,Middle German,2
Huslers,Middle German,2
Irgang,Middle German,2
Kannstatt,Middle German,2
Karrer,Middle German,2
Knoller,Middle German,2
Knuss,Middle German,2
Knuvss,Middle German,2
Krum,Middle German,2
Krutlin,Middle German,2
Lamparter,Middle German,2
Lausser,Middle German,2
Lidringer,Middle German,2
Lingg,Middle German,2
Ludwig,Middle German,2
Lugglin,Middle German,2
Maestlin,Middle German,2
Maeyers,Middle German,2
Mastlin,Middle German,2
Mayers,Middle German,2
Memminger,Middle German,2
Metter,Middle German,2
Moll,Middle German,2
Munch,Middle German,2
Murere,Middle German,2
Naeyer,Middle German,2
Nayer,Middle German,2
Nyffer,Middle German,2
Offtertinger,Middle German,2
Raem,Middle German,2
Ram,Middle German,2
Ranfft,Middle German,2
Rangendinger,Middle German,2
Raunfft,Middle German,2
Roefflins,Middle German,2
Rofflins,Middle German,2
Rotenkopff,Middle German,2
Sattler,Middle German,2
Schaelinger,Middle German,2
Schalinger,Middle German,2
Schmaltzkopf,Middle German,2
Schoen,Middle German,2
Schon,Middle German,2
schuchmacher,Middle German,2
schuochmacher,Middle German,2
Sichlenschmid,Middle German,2
Spengler,Middle German,2
Spiessmacher,Middle German,2
Sporers,Middle German,2
Spreng,Middle German,2
Staymer,Middle German,2
Strobel,Middle German,2
Swainbolt,Middle German,2
Swartzen,Middle German,2
Swertferger,Middle German,2
Syfrid,Middle German,2
Tieringer,Middle German,2
Tigenshain,Middle German,2
Tobel,Middle German,2
Troll,Middle German,2
Unfrid,Middle German,2
Vasnaht,Middle German,2
Villing,Middle German,2
Vischerin,Middle German,2
Vogel,Middle German,2
Voltz,Middle German,2
Vorster,Middle German,2
Wackerlin,Middle German,2
Waeckerlin,Middle German,2
Waehinger,Middle German,2
Wagner,Middle German,2
Wahinger,Middle German,2
Walker,Middle German,2
Wanner,Middle German,2
Warndorf,Middle German,2
Weakerlin,Middle German,2
Wekerlin,Middle German,2
Wilhart,Middle German,2
Wirtner,Middle German,2
Wolff,Middle German,2
Zetters,Middle German,2
Zymrer,Middle German,2
Ablins,Middle German,1
Ackermans,Middle German,1
Aeblins,Middle German,1
Aertzinars,Middle German,1
Aertzingers,Middle German,1
Aescher,Middle German,1
Albrecht,Middle German,1
Algoss,Middle German,1
Algouss,Middle German,1
Alspachin,Middle German,1
Alspaechin,Middle German,1
Alspan,Middle German,1
Aman,Middle German,1
App,Middle German,1
Appenzeller,Middle German,1
Armbroster,Middle German,1
Armbrosterin,Middle German,1
Armleder,Middle German,1
Arnold,Middle German,1
Arnoltz,Middle German,1
Artzinars,Middle German,1
Artzingers,Middle German,1
Ascher,Middle German,1
Aulbert,Middle German,1
Baderin,Middle German,1
Baeglin,Middle German,1
Baeht,Middle German,1
Baepplins,Middle German,1
Baglin,Middle German,1
Baht,Middle German,1
Banwartz,Middle German,1
Bapplins,Middle German,1
Bartz,Middle German,1
Bearler,Middle German,1
Bech,Middle German,1
Beckin,Middle German,1
Beham,Middle German,1
Behams,Middle German,1
Behem,Middle German,1
Belar,Middle German,1
Bentzen,Middle German,1
Bentzinger,Middle German,1
Bergler,Middle German,1
Berler,Middle German,1
Bernen,Middle German,1
Berner,Middle German,1
Berners,Middle German,1
Bettingerin,Middle German,1
Betzman,Middle German,1
Biengglin,Middle German,1
Bill,Middle German,1
Billing,Middle German,1
Billung,Middle German,1
Binder,Middle German,1
Bischoffin,Middle German,1
Bisslerin,Middle German,1
Biter,Middle German,1
Blattners,Middle German,1
Bletzen,Middle German,1
Blutz,Middle German,1
Bluvtz,Middle German,1
Bochingerin,Middle German,1
Boeppin,Middle German,1
Bondorff,Middle German,1
Boppfinger,Middle German,1
Boppin,Middle German,1
Boschart,Middle German,1
Botz,Middle German,1
Brendlin,Middle German,1
Brendlins,Middle German,1
Brisgon,Middle German,1
Bruders,Middle German,1
Brugel,Middle German,1
Brun,Middle German,1
Brunhopter,Middle German,1
Bruoders,Middle German,1
Buchamerin,Middle German,1
Buggmaeyer,Middle German,1
Buggmayer,Middle German,1
Buochamerin,Middle German,1
Buoschellin,Middle German,1
Buoschillin,Middle German,1
Buotz,Middle German,1
Burmberg,Middle German,1
Burnberg,Middle German,1
Burnin,Middle German,1
Burstlinin,Middle German,1
Burstlins,Middle German,1
Buschellin,Middle German,1
Buschillin,Middle German,1
Bussin,Middle German,1
Buttin,Middle German,1
Buttiss,Middle German,1
Butz,Middle German,1
Bydermans,Middle German,1
Cantzlerin,Middle German,1
Claewin,Middle German,1
Claewins,Middle German,1
Clawin,Middle German,1
Clawins,Middle German,1
Coelner,Middle German,1
Colner,Middle German,1
Cromer,Middle German,1
Cuntzer,Middle German,1
Cunz,Middle German,1
Cuontzer,Middle German,1
Cuonz,Middle German,1
Daevids,Middle German,1
Davids,Middle German,1
Delkofers,Middle German,1
Deners,Middle German,1
Diem,Middle German,1
Dieterlins,Middle German,1
Dietinger,Middle German,1
Dietsch,Middle German,1
Dietschen,Middle German,1
Dietschin,Middle German,1
Diter,Middle German,1
Dobuls,Middle German,1
Doggenburgin,Middle German,1
Dormettingerin,Middle German,1
Dornhainin,Middle German,1
Dornhainnin,Middle German,1
Dornhan,Middle German,1
Eberlin,Middle German,1
Edelman,Middle German,1
Egen,Middle German,1
Endingerin,Middle German,1
Engelfrid,Middle German,1
Eppfendorfs,Middle German,1
Ermerlin,Middle German,1
Eschelberger,Middle German,1
Esslinger,Middle German,1
Federlin,Middle German,1
Fieter,Middle German,1
Fladenschroetin,Middle German,1
Fladenschrot,Middle German,1
Fladenschrotin,Middle German,1
Fladenschrout,Middle German,1
Fleck,Middle German,1
Flecken,Middle German,1
Flecky,Middle German,1
Foltzen,Middle German,1
Friccen,Middle German,1
Frick,Middle German,1
Fridrichs,Middle German,1
Friesin,Middle German,1
Fritzen,Middle German,1
Fritzin,Middle German,1
Froelich,Middle German,1
Frolich,Middle German,1
Fry,Middle German,1
Fryen,Middle German,1
Frygin,Middle German,1
Fulhaber,Middle German,1
Fulhaberin,Middle German,1
Fulhaeberin,Middle German,1
Fullings,Middle German,1
Fullwins,Middle German,1
Funffpfund,Middle German,1
Funffpfunds,Middle German,1
Fuollwins,Middle German,1
Fuos,Middle German,1
Fuotrers,Middle German,1
Furer,Middle German,1
Fus,Middle German,1
Fusch,Middle German,1
Futrers,Middle German,1
Gaesslers,Middle German,1
Gaetling,Middle German,1
Gaettling,Middle German,1
Gail,Middle German,1
Gailingerin,Middle German,1
Gantar,Middle German,1
Ganters,Middle German,1
Gasslers,Middle German,1
Gatling,Middle German,1
Gattling,Middle German,1
Gerwig,Middle German,1
Gesell,Middle German,1
Giering,Middle German,1
Giessers,Middle German,1
Giger,Middle German,1
Glaeyen,Middle German,1
Glayen,Middle German,1
Glisserin,Middle German,1
Glug,Middle German,1
Gluog,Middle German,1
Glysser,Middle German,1
Gnygellin,Middle German,1
Goeslinger,Middle German,1
Goeslingerin,Middle German,1
Goettrid,Middle German,1
Golter,Middle German,1
Goslinger,Middle German,1
Goslingerin,Middle German,1
Gottbrat,Middle German,1
Gottbraut,Middle German,1
Gottrid,Middle German,1
Graeslin,Middle German,1
Graslin,Middle German,1
Grave,Middle German,1
Graven,Middle German,1
Groessin,Middle German,1
Gros,Middle German,1
Grossin,Middle German,1
Grundler,Middle German,1
Gruorerin,Middle German,1
Grurerin,Middle German,1
Gruser,Middle German,1
Gundlin,Middle German,1
Gundlins,Middle German,1
Guotgesell,Middle German,1
Gusers,Middle German,1
Gutgesell,Middle German,1
Gutschen,Middle German,1
Gysel,Middle German,1
Haberlingin,Middle German,1
Habmantel,Middle German,1
Hachels,Middle German,1
Haeberlingin,Middle German,1
Haechels,Middle German,1
Haegeller,Middle German,1
Hael,Middle German,1
Haen,Middle German,1
Haenlers,Middle German,1
Haenlin,Middle German,1
Haerdrer,Middle German,1
Haering,Middle German,1
Haertwig,Middle German,1
Haeschin,Middle German,1
Haetzer,Middle German,1
Haeyen,Middle German,1
Haffners,Middle German,1
Hageller,Middle German,1
Hagelstain,Middle German,1
Hagen,Middle German,1
Hailer,Middle German,1
Haini,Middle German,1
Hainrich,Middle German,1
Hainrichers,Middle German,1
Hal,Middle German,1
Halpherr,Middle German,1
Hamman,Middle German,1
Han,Middle German,1
Hanlers,Middle German,1
Hanlin,Middle German,1
Harders,Middle German,1
Hardrer,Middle German,1
Haring,Middle German,1
Harlosen,Middle German,1
Harnascher,Middle German,1
Harschers,Middle German,1
Hartwig,Middle German,1
Haschin,Middle German,1
Hase,Middle German,1
Hasenbain,Middle German,1
