name,gender,ethnic,name_part,rate
Harie,Male,Middle Scots,0,2
Hendrie,Male,Middle Scots,0,2
Nychol,Male,Middle Scots,0,2
Paull,Male,Middle Scots,0,2
Quintene,Male,Middle Scots,0,2
Abacuih,Male,Middle Scots,0,1
Abrahame,Male,Middle Scots,0,1
Alane,Male,Middle Scots,0,1
Allan,Male,Middle Scots,0,1
Androu,Male,Middle Scots,0,1
Archbauld,Male,Middle Scots,0,1
Clement,Male,Middle Scots,0,1
Cristopher,Male,Middle Scots,0,1
Davyd,Male,Middle Scots,0,1
Donald,Male,Middle Scots,0,1
Dotho,Male,Middle Scots,0,1
Gabriell,Male,Middle Scots,0,1
Hector,Male,Middle Scots,0,1
Henre,Male,Middle Scots,0,1
Henri,Male,Middle Scots,0,1
Hew,Male,Middle Scots,0,1
Huchon,Male,Middle Scots,0,1
Huchun,Male,Middle Scots,0,1
Joseph,Male,Middle Scots,0,1
Laurence,Male,Middle Scots,0,1
Lawrence,Male,Middle Scots,0,1
Lawrens,Male,Middle Scots,0,1
Lourens,Male,Middle Scots,0,1
Lowrans,Male,Middle Scots,0,1
Malice,Male,Middle Scots,0,1
Malys,Male,Middle Scots,0,1
Malyss,Male,Middle Scots,0,1
Martene,Male,Middle Scots,0,1
Mathew,Male,Middle Scots,0,1
Moris,Male,Middle Scots,0,1
Moryss,Male,Middle Scots,0,1
Nichol,Male,Middle Scots,0,1
Nicholl,Male,Middle Scots,0,1
Nicoll,Male,Middle Scots,0,1
Niell,Male,Middle Scots,0,1
Pate,Male,Middle Scots,0,1
Patoun,Male,Middle Scots,0,1
Patricke,Male,Middle Scots,0,1
Peter,Male,Middle Scots,0,1
Philip,Male,Middle Scots,0,1
Rauffe,Male,Middle Scots,0,1
Rechard,Male,Middle Scots,0,1
Rob,Male,Middle Scots,0,1
Robart,Male,Middle Scots,0,1
Robin,Male,Middle Scots,0,1
Roger,Male,Middle Scots,0,1
Sande,Male,Middle Scots,0,1
Stevin,Male,Middle Scots,0,1
Wylly,Male,Middle Scots,0,1
Wyllyhame,Male,Middle Scots,0,1
Wylyam,Male,Middle Scots,0,1
Wylyham,Male,Middle Scots,0,1
Wylyhame,Male,Middle Scots,0,1
Aithra,Female,Mycenaean Greek,0,3
Alkmene,Female,Mycenaean Greek,0,3
Andromache,Female,Mycenaean Greek,0,3
Arete,Female,Mycenaean Greek,0,3
Ariadne,Female,Mycenaean Greek,0,3
Briseis,Female,Mycenaean Greek,0,2
Chryseis,Female,Mycenaean Greek,0,2
Elektra,Female,Mycenaean Greek,0,2
Hekabe,Female,Mycenaean Greek,0,2
Helene,Female,Mycenaean Greek,0,2
Iphigeneia,Female,Mycenaean Greek,0,2
Kassandra,Female,Mycenaean Greek,0,2
Klytaimnestra,Female,Mycenaean Greek,0,2
Kore,Female,Mycenaean Greek,0,2
Medeia,Female,Mycenaean Greek,0,2
Nausikaa,Female,Mycenaean Greek,0,1
Penelope,Female,Mycenaean Greek,0,1
Phaedra,Female,Mycenaean Greek,0,1
Philonoa,Female,Mycenaean Greek,0,1
Polyxena,Female,Mycenaean Greek,0,1
Theano,Female,Mycenaean Greek,0,1
Xanthe,Female,Mycenaean Greek,0,1
Aigyptios,Male,Mycenaean Greek,0,3
Aithiops,Male,Mycenaean Greek,0,3
Akamas,Male,Mycenaean Greek,0,3
Alexandros,Male,Mycenaean Greek,0,3
Amphitryon,Male,Mycenaean Greek,0,3
Areion,Male,Mycenaean Greek,0,2
Atreus,Male,Mycenaean Greek,0,2
Damos,Male,Mycenaean Greek,0,2
Deukalion,Male,Mycenaean Greek,0,2
Diomedes,Male,Mycenaean Greek,0,2
Etewoklewes,Male,Mycenaean Greek,0,2
Eumedes,Male,Mycenaean Greek,0,2
Glaukos,Male,Mycenaean Greek,0,2
Hektor,Male,Mycenaean Greek,0,2
Iason,Male,Mycenaean Greek,0,2
Idomeneus,Male,Mycenaean Greek,0,1
Kadmos,Male,Mycenaean Greek,0,1
Laertes,Male,Mycenaean Greek,0,1
Menelaos,Male,Mycenaean Greek,0,1
Nestor,Male,Mycenaean Greek,0,1
Odysseus,Male,Mycenaean Greek,0,1
Orestes,Male,Mycenaean Greek,0,1
Perseus,Male,Mycenaean Greek,0,1
Pylas,Male,Mycenaean Greek,0,1
Theokritos,Male,Mycenaean Greek,0,1
Adelise,Female,Norman Norse-French Hybrid,0,3
Agnes,Female,Norman Norse-French Hybrid,0,3
Aveline,Female,Norman Norse-French Hybrid,0,3
Beatrice,Female,Norman Norse-French Hybrid,0,3
Emma,Female,Norman Norse-French Hybrid,0,3
Emmeline,Female,Norman Norse-French Hybrid,0,2
Gisele,Female,Norman Norse-French Hybrid,0,2
Gunnora,Female,Norman Norse-French Hybrid,0,2
Hawise,Female,Norman Norse-French Hybrid,0,2
Helvise,Female,Norman Norse-French Hybrid,0,2
Isabel,Female,Norman Norse-French Hybrid,0,2
Judith,Female,Norman Norse-French Hybrid,0,2
Mabel,Female,Norman Norse-French Hybrid,0,2
Mathilde,Female,Norman Norse-French Hybrid,0,2
Muriel,Female,Norman Norse-French Hybrid,0,2
Petronilla,Female,Norman Norse-French Hybrid,0,1
Poppa,Female,Norman Norse-French Hybrid,0,1
Rohese,Female,Norman Norse-French Hybrid,0,1
Sibyl,Female,Norman Norse-French Hybrid,0,1
Yolande,Female,Norman Norse-French Hybrid,0,1
Anquetil,Male,Norman Norse-French Hybrid,0,3
Arnoult,Male,Norman Norse-French Hybrid,0,3
Ascelin,Male,Norman Norse-French Hybrid,0,3
Baldric,Male,Norman Norse-French Hybrid,0,3
Bernard,Male,Norman Norse-French Hybrid,0,3
Drogo,Male,Norman Norse-French Hybrid,0,2
Enguerrand,Male,Norman Norse-French Hybrid,0,2
Fulk,Male,Norman Norse-French Hybrid,0,2
Geoffroi,Male,Norman Norse-French Hybrid,0,2
Gerbert,Male,Norman Norse-French Hybrid,0,2
Gislebert,Male,Norman Norse-French Hybrid,0,2
Godefroi,Male,Norman Norse-French Hybrid,0,2
Grimoult,Male,Norman Norse-French Hybrid,0,2
Hamon,Male,Norman Norse-French Hybrid,0,2
Herluin,Male,Norman Norse-French Hybrid,0,2
Hrolf,Male,Norman Norse-French Hybrid,0,1
Ivo,Male,Norman Norse-French Hybrid,0,1
Jourdain,Male,Norman Norse-French Hybrid,0,1
Nigel,Male,Norman Norse-French Hybrid,0,1
Osbern,Male,Norman Norse-French Hybrid,0,1
Rainald,Male,Norman Norse-French Hybrid,0,1
Raoul,Male,Norman Norse-French Hybrid,0,1
Richard,Male,Norman Norse-French Hybrid,0,1
Robert,Male,Norman Norse-French Hybrid,0,1
Roger,Male,Norman Norse-French Hybrid,0,1
Tancred,Male,Norman Norse-French Hybrid,0,1
Turstin,Male,Norman Norse-French Hybrid,0,1
William,Male,Norman Norse-French Hybrid,0,1
Adalaisa,Female,Old Catalan,0,3
Aldonca,Female,Old Catalan,0,3
Almodis,Female,Old Catalan,0,3
Beatriu,Female,Old Catalan,0,3
Berenguera,Female,Old Catalan,0,3
Blanca,Female,Old Catalan,0,2
Dolca,Female,Old Catalan,0,2
Ermessenda,Female,Old Catalan,0,2
Esclarmonda,Female,Old Catalan,0,2
Estefania,Female,Old Catalan,0,2
Garsenda,Female,Old Catalan,0,2
Guillema,Female,Old Catalan,0,2
Joana,Female,Old Catalan,0,2
Maria,Female,Old Catalan,0,2
Raimunda,Female,Old Catalan,0,2
Saurina,Female,Old Catalan,0,1
Sibilia,Female,Old Catalan,0,1
Sibilla,Female,Old Catalan,0,1
Violant,Female,Old Catalan,0,1
Arnau,Male,Old Catalan,0,3
Berenguer,Male,Old Catalan,0,3
Bernat,Male,Old Catalan,0,3
Dalmau,Male,Old Catalan,0,3
Ermengol,Male,Old Catalan,0,3
Ferrer,Male,Old Catalan,0,2
Folc,Male,Old Catalan,0,2
Guifre,Male,Old Catalan,0,2
Guillem,Male,Old Catalan,0,2
Hug,Male,Old Catalan,0,2
Jaume,Male,Old Catalan,0,2
Jofre,Male,Old Catalan,0,2
Jordi,Male,Old Catalan,0,2
Miro,Male,Old Catalan,0,2
Ot,Male,Old Catalan,0,2
Pere,Male,Old Catalan,0,1
Ponc,Male,Old Catalan,0,1
Raimon,Male,Old Catalan,0,1
Ramon,Male,Old Catalan,0,1
Roger,Male,Old Catalan,0,1
Sunyer,Male,Old Catalan,0,1
Vidal,Male,Old Catalan,0,1
Anezka,Female,Old Czech/Moravian,0,3
Bohumila,Female,Old Czech/Moravian,0,3
Bozena,Female,Old Czech/Moravian,0,3
Doubravka,Female,Old Czech/Moravian,0,3
Drahomira,Female,Old Czech/Moravian,0,3
Hedvika,Female,Old Czech/Moravian,0,2
Jaroslava,Female,Old Czech/Moravian,0,2
Jitka,Female,Old Czech/Moravian,0,2
Libuse,Female,Old Czech/Moravian,0,2
Ludmila,Female,Old Czech/Moravian,0,2
Miloslava,Female,Old Czech/Moravian,0,2
Radmila,Female,Old Czech/Moravian,0,2
Slavena,Female,Old Czech/Moravian,0,2
Svatava,Female,Old Czech/Moravian,0,2
Vaclava,Female,Old Czech/Moravian,0,2
Vlada,Female,Old Czech/Moravian,0,1
Zdislava,Female,Old Czech/Moravian,0,1
Bohuslav,Male,Old Czech/Moravian,0,3
Boleslav,Male,Old Czech/Moravian,0,3
Borivoj,Male,Old Czech/Moravian,0,3
Bretislav,Male,Old Czech/Moravian,0,3
Cenek,Male,Old Czech/Moravian,0,3
Ctibor,Male,Old Czech/Moravian,0,2
Jaromir,Male,Old Czech/Moravian,0,2
Jaroslav,Male,Old Czech/Moravian,0,2
Jindrich,Male,Old Czech/Moravian,0,2
Knez,Male,Old Czech/Moravian,0,2
Libor,Male,Old Czech/Moravian,0,2
Ludvik,Male,Old Czech/Moravian,0,2
Miloslav,Male,Old Czech/Moravian,0,2
Mojmir,Male,Old Czech/Moravian,0,2
Oldrich,Male,Old Czech/Moravian,0,2
Premysl,Male,Old Czech/Moravian,0,1
Radim,Male,Old Czech/Moravian,0,1
Ratislav,Male,Old Czech/Moravian,0,1
Sobeslav,Male,Old Czech/Moravian,0,1
Svatopluk,Male,Old Czech/Moravian,0,1
Vaceslav,Male,Old Czech/Moravian,0,1
Vaclav,Male,Old Czech/Moravian,0,1
Vladislav,Male,Old Czech/Moravian,0,1
Vojtech,Male,Old Czech/Moravian,0,1
Vratislav,Male,Old Czech/Moravian,0,1
Zdeslav,Male,Old Czech/Moravian,0,1
Aase,Female,Old Danish,0,3
Astrid,Female,Old Danish,0,3
Bodil,Female,Old Danish,0,3
Dagmar,Female,Old Danish,0,3
Estrid,Female,Old Danish,0,3
Freydis,Female,Old Danish,0,2
Gertrud,Female,Old Danish,0,2
Gormhild,Female,Old Danish,0,2
Gudrun,Female,Old Danish,0,2
Gunhild,Female,Old Danish,0,2
Helga,Female,Old Danish,0,2
Inge,Female,Old Danish,0,2
Ingeborg,Female,Old Danish,0,2
Margrete,Female,Old Danish,0,2
Ragnhild,Female,Old Danish,0,2
Signe,Female,Old Danish,0,1
Sigrid,Female,Old Danish,0,1
Thora,Female,Old Danish,0,1
Thyra,Female,Old Danish,0,1
Tove,Female,Old Danish,0,1
Yrsa,Female,Old Danish,0,1
Aage,Male,Old Danish,0,3
Arne,Male,Old Danish,0,3
Asbjorn,Male,Old Danish,0,3
Bent,Male,Old Danish,0,3
Bjorn,Male,Old Danish,0,3
Canute,Male,Old Danish,0,2
Einar,Male,Old Danish,0,2
Erik,Male,Old Danish,0,2
Esbern,Male,Old Danish,0,2
Finn,Male,Old Danish,0,2
Frode,Male,Old Danish,0,2
Gorm,Male,Old Danish,0,2
Halfdan,Male,Old Danish,0,2
Harald,Male,Old Danish,0,2
Holger,Male,Old Danish,0,2
Knud,Male,Old Danish,0,1
Leif,Male,Old Danish,0,1
Niels,Male,Old Danish,0,1
Olaf,Male,Old Danish,0,1
Ragnar,Male,Old Danish,0,1
Rolf,Male,Old Danish,0,1
Svend,Male,Old Danish,0,1
Thorkil,Male,Old Danish,0,1
Toke,Male,Old Danish,0,1
Ulf,Male,Old Danish,0,1
Valdemar,Male,Old Danish,0,1
Agafia,Female,Old East Slavic,0,3
Anastasia,Female,Old East Slavic,0,3
Anna,Female,Old East Slavic,0,3
Dobrodeia,Female,Old East Slavic,0,3
Eudokia,Female,Old East Slavic,0,3
Feodosia,Female,Old East Slavic,0,2
Irina,Female,Old East Slavic,0,2
Malgorzata,Female,Old East Slavic,0,2
Maria,Female,Old East Slavic,0,2
Olga,Female,Old East Slavic,0,2
Predslava,Female,Old East Slavic,0,2
Rogneda,Female,Old East Slavic,0,2
Sofia,Female,Old East Slavic,0,2
Vasilisa,Female,Old East Slavic,0,2
Verkhoslava,Female,Old East Slavic,0,2
Yaroslava,Female,Old East Slavic,0,1
Zvenislava,Female,Old East Slavic,0,1
Andrei,Male,Old East Slavic,0,3
Boris,Male,Old East Slavic,0,3
Davyd,Male,Old East Slavic,0,3
Gleb,Male,Old East Slavic,0,3
Igor,Male,Old East Slavic,0,3
Ilya,Male,Old East Slavic,0,2
Iziaslav,Male,Old East Slavic,0,2
Mstislav,Male,Old East Slavic,0,2
Oleg,Male,Old East Slavic,0,2
Rogvolod,Male,Old East Slavic,0,2
Roman,Male,Old East Slavic,0,2
Rostislav,Male,Old East Slavic,0,2
Sviatopolk,Male,Old East Slavic,0,2
Sviatoslav,Male,Old East Slavic,0,2
Vasilko,Male,Old East Slavic,0,2
Viacheslav,Male,Old East Slavic,0,1
Vladimir,Male,Old East Slavic,0,1
Vladislav,Male,Old East Slavic,0,1
Vsevolod,Male,Old East Slavic,0,1
Yaropolk,Male,Old East Slavic,0,1
Yaroslav,Male,Old East Slavic,0,1
Yuri,Male,Old East Slavic,0,1
Aelfgifu,Female,Old English,0,2
Adelaide,Female,Old English,0,1
Adeline,Female,Old English,0,1
Adelize,Female,Old English,0,1
Aelfgyth,Female,Old English,0,1
Aelfhild,Female,Old English,0,1
Aelfrun,Female,Old English,0,1
Aelfthryth,Female,Old English,0,1
Aethelflaed,Female,Old English,0,1
Aethelgifu,Female,Old English,0,1
Aethelgyth,Female,Old English,0,1
Aethelhild,Female,Old English,0,1
Aethelrun,Female,Old English,0,1
Agnes,Female,Old English,0,1
Alflaed,Female,Old English,0,1
Algifu,Female,Old English,0,1
Alice,Female,Old English,0,1
Alswith,Female,Old English,0,1
Althryth,Female,Old English,0,1
Alwaru,Female,Old English,0,1
Alwynn,Female,Old English,0,1
Anna,Female,Old English,0,1
Asmoth,Female,Old English,0,1
Azeline,Female,Old English,0,1
Beatrice,Female,Old English,0,1
Beorhtflaed,Female,Old English,0,1
Beorhtgifu,Female,Old English,0,1
Beorhtgyth,Female,Old English,0,1
Christina,Female,Old English,0,1
Christine,Female,Old English,0,1
Cwengifu,Female,Old English,0,1
Cwenhild,Female,Old English,0,1
Cynegifu,Female,Old English,0,1
Doleswif,Female,Old English,0,1
Dufe,Female,Old English,0,1
Eadgifu,Female,Old English,0,1
Eadgyth,Female,Old English,0,1
Ealdgifu,Female,Old English,0,1
Ealdgyth,Female,Old English,0,1
Ealdhild,Female,Old English,0,1
Edda,Female,Old English,0,1
Egelfride,Female,Old English,0,1
Emma,Female,Old English,0,1
Estrild,Female,Old English,0,1
Eulalia,Female,Old English,0,1
Gifu,Female,Old English,0,1
Goda,Female,Old English,0,1
Gode,Female,Old English,0,1
Godeza,Female,Old English,0,1
Godgifu,Female,Old English,0,1
Godgyth,Female,Old English,0,1
Goldgifu,Female,Old English,0,1
Gunnhild,Female,Old English,0,1
Gunware,Female,Old English,0,1
Gytha,Female,Old English,0,1
Helewis,Female,Old English,0,1
Hungifu,Female,Old English,0,1
Ida,Female,Old English,0,1
Judith,Female,Old English,0,1
Leofcwen,Female,Old English,0,1
Leofflaed,Female,Old English,0,1
Leofgifu,Female,Old English,0,1
Leofgyth,Female,Old English,0,1
Leofrun,Female,Old English,0,1
Leofsidu,Female,Old English,0,1
Leofwaru,Female,Old English,0,1
Maerwynn,Female,Old English,0,1
Mahthild,Female,Old English,0,1
Megenlioba,Female,Old English,0,1
Mereswith,Female,Old English,0,1
Modgifu,Female,Old English,0,1
Osgifu,Female,Old English,0,1
Rohais,Female,Old English,0,1
Saegifu,Female,Old English,0,1
Saegyth,Female,Old English,0,1
Saelgifu,Female,Old English,0,1
Saewaru,Female,Old English,0,1
Sawata,Female,Old English,0,1
Thorild,Female,Old English,0,1
Tova,Female,Old English,0,1
Wigflaed,Female,Old English,0,1
Wulfflaed,Female,Old English,0,1
Wulfgifu,Female,Old English,0,1
Wulfgyth,Female,Old English,0,1
Wulfrun,Female,Old English,0,1
Wulfwaru,Female,Old English,0,1
Wulfwynn,Female,Old English,0,1
Aelfric,Male,Old English,0,14
Godric,Male,Old English,0,14
Alwine,Male,Old English,0,13
Godwine,Male,Old English,0,13
William,Male,Old English,0,12
Almaer,Male,Old English,0,10
Robert,Male,Old English,0,9
Wulfric,Male,Old English,0,9
Alweard,Male,Old English,0,8
Eadric,Male,Old English,0,8
Ralph,Male,Old English,0,8
Leofric,Male,Old English,0,7
Leofwine,Male,Old English,0,7
Roger,Male,Old English,0,7
Alric,Male,Old English,0,5
Edwin,Male,Old English,0,5
Hugh,Male,Old English,0,5
Siward,Male,Old English,0,5
Walter,Male,Old English,0,5
Aelfgar,Male,Old English,0,4
Alnoth,Male,Old English,0,4
Alsige,Male,Old English,0,4
Alwig,Male,Old English,0,4
Richard,Male,Old English,0,4
Thorkil,Male,Old English,0,4
Ulfkil,Male,Old English,0,4
Wulfmaer,Male,Old English,0,4
Wulfwine,Male,Old English,0,4
Alfred,Male,Old English,0,3
Alweald,Male,Old English,0,3
Arnkil,Male,Old English,0,3
Beorhtmaer,Male,Old English,0,3
Beorhtric,Male,Old English,0,3
Edward,Male,Old English,0,3
Geoffrey,Male,Old English,0,3
Gilbert,Male,Old English,0,3
Northmann,Male,Old English,0,3
Ulf,Male,Old English,0,3
Wulfgeat,Male,Old English,0,3
Wulfweard,Male,Old English,0,3
Aethelmaer,Male,Old English,0,2
Aethelric,Male,Old English,0,2
Alstan,Male,Old English,0,2
Ansketil,Male,Old English,0,2
Azur,Male,Old English,0,2
Ealdred,Male,Old English,0,2
Earnwig,Male,Old English,0,2
Eskil,Male,Old English,0,2
Godfrey,Male,Old English,0,2
Grim,Male,Old English,0,2
Humphrey,Male,Old English,0,2
Ketil,Male,Old English,0,2
Nigel,Male,Old English,0,2
Osbern,Male,Old English,0,2
Osmund,Male,Old English,0,2
Ranulph,Male,Old English,0,2
Reynold,Male,Old English,0,2
Swein,Male,Old English,0,2
Wulfnoth,Male,Old English,0,2
Wulfsige,Male,Old English,0,2
Abba,Male,Old English,0,1
Abbud,Male,Old English,0,1
Abel,Male,Old English,0,1
Acard,Male,Old English,0,1
Acwulf,Male,Old English,0,1
Adam,Male,Old English,0,1
Adelard,Male,Old English,0,1
Adelelm,Male,Old English,0,1
Adelina,Male,Old English,0,1
Adelo,Male,Old English,0,1
Adelold,Male,Old English,0,1
Adelulf,Male,Old English,0,1
Adelund,Male,Old English,0,1
Aedi,Male,Old English,0,1
Aefic,Male,Old English,0,1
Aelfflaed,Male,Old English,0,1
Aelfgeat,Male,Old English,0,1
Aelfheah,Male,Old English,0,1
Aelfhelm,Male,Old English,0,1
Aelfhere,Male,Old English,0,1
Aelfnoth,Male,Old English,0,1
Aelfsige,Male,Old English,0,1
Aelfstan,Male,Old English,0,1
Aelfweald,Male,Old English,0,1
Aelfweard,Male,Old English,0,1
Aelfwig,Male,Old English,0,1
Aelfwine,Male,Old English,0,1
Aellic,Male,Old English,0,1
Aelling,Male,Old English,0,1
Aelmaer,Male,Old English,0,1
Aerling,Male,Old English,0,1
Aeschere,Male,Old English,0,1
Aescmann,Male,Old English,0,1
Aescraed,Male,Old English,0,1
Aescwulf,Male,Old English,0,1
Aestan,Male,Old English,0,1
Aethelbald,Male,Old English,0,1
Aethelbeorht,Male,Old English,0,1
Aethelbeorn,Male,Old English,0,1
Aethelfrith,Male,Old English,0,1
Aethelgeat,Male,Old English,0,1
Aethelgifu,Male,Old English,0,1
Aethelheard,Male,Old English,0,1
Aethelhelm,Male,Old English,0,1
Aethelmund,Male,Old English,0,1
Aethelnoth,Male,Old English,0,1
Aethelraed,Male,Old English,0,1
Aethelred,Male,Old English,0,1
Aethelrun,Male,Old English,0,1
Aethelsige,Male,Old English,0,1
Aethelstan,Male,Old English,0,1
Aethelwacer,Male,Old English,0,1
Aethelweald,Male,Old English,0,1
Aethelweard,Male,Old English,0,1
Aethelwig,Male,Old English,0,1
Aethelwine,Male,Old English,0,1
Aethelwulf,Male,Old English,0,1
Agemund,Male,Old English,0,1
Agenet,Male,Old English,0,1
Agenulf,Male,Old English,0,1
Aghete,Male,Old English,0,1
Ailbald,Male,Old English,0,1
Ailbernus,Male,Old English,0,1
Aildeig,Male,Old English,0,1
Ainuar,Male,Old English,0,1
Ainulf,Male,Old English,0,1
Airard,Male,Old English,0,1
Aisil,Male,Old English,0,1
Aitard,Male,Old English,0,1
Aiulf,Male,Old English,0,1
Akeli,Male,Old English,0,1
Aki,Male,Old English,0,1
Akile,Male,Old English,0,1
Alaf,Male,Old English,0,1
Alan,Male,Old English,0,1
Albert,Male,Old English,0,1
Albold,Male,Old English,0,1
Alcolm,Male,Old English,0,1
Alcude,Male,Old English,0,1
Aldelin,Male,Old English,0,1
Alfgrim,Male,Old English,0,1
Alfketil,Male,Old English,0,1
Alfkil,Male,Old English,0,1
Alfrith,Male,Old English,0,1
Algeard,Male,Old English,0,1
Algeat,Male,Old English,0,1
Algot,Male,Old English,0,1
Ali,Male,Old English,0,1
Alli,Male,Old English,0,1
Almund,Male,Old English,0,1
Altei,Male,Old English,0,1
Aluerle,Male,Old English,0,1
Alulf,Male,Old English,0,1
Alun,Male,Old English,0,1
Alvar,Male,Old English,0,1
Alweis,Male,Old English,0,1
Alwulf,Male,Old English,0,1
Amalfrid,Male,Old English,0,1
Amalgar,Male,Old English,0,1
Amaury,Male,Old English,0,1
Ambrose,Male,Old English,0,1
Amerland,Male,Old English,0,1
Amund,Male,Old English,0,1
Ana,Male,Old English,0,1
Anand,Male,Old English,0,1
Andor,Male,Old English,0,1
Andrac,Male,Old English,0,1
Andrew,Male,Old English,0,1
Ansculf,Male,Old English,0,1
Anseis,Male,Old English,0,1
Anselm,Male,Old English,0,1
Ansered,Male,Old English,0,1
Ansfrid,Male,Old English,0,1
Ansger,Male,Old English,0,1
Ansgered,Male,Old English,0,1
Ansgot,Male,Old English,0,1
Anund,Male,Old English,0,1
Api,Male,Old English,0,1
Aret,Male,Old English,0,1
Arnbern,Male,Old English,0,1
Arnbrand,Male,Old English,0,1
Arnger,Male,Old English,0,1
Arngrim,Male,Old English,0,1
Arni,Male,Old English,0,1
Arnold,Male,Old English,0,1
Artald,Male,Old English,0,1
Arthor,Male,Old English,0,1
Arthur,Male,Old English,0,1
Artor,Male,Old English,0,1
Arulf,Male,Old English,0,1
Asa,Male,Old English,0,1
Ascelin,Male,Old English,0,1
Asfrith,Male,Old English,0,1
Asfrothr,Male,Old English,0,1
Asi,Male,Old English,0,1
Aski,Male,Old English,0,1
Aslak,Male,Old English,0,1
Aslen,Male,Old English,0,1
Asli,Male,Old English,0,1
Asrothr,Male,Old English,0,1
Asulf,Male,Old English,0,1
Aswith,Male,Old English,0,1
Atilic,Male,Old English,0,1
Aubrey,Male,Old English,0,1
Audkil,Male,Old English,0,1
Augi,Male,Old English,0,1
Austin,Male,Old English,0,1
Auti,Male,Old English,0,1
Avelin,Male,Old English,0,1
Avenel,Male,Old English,0,1
Azelin,Male,Old English,0,1
Azo,Male,Old English,0,1
Baca,Male,Old English,0,1
Bada,Male,Old English,0,1
Baedling,Male,Old English,0,1
Baerghthor,Male,Old English,0,1
Bagot,Male,Old English,0,1
Baldric,Male,Old English,0,1
Baldwin,Male,Old English,0,1
Balki,Male,Old English,0,1
Bark,Male,Old English,0,1
Barn,Male,Old English,0,1
Barni,Male,Old English,0,1
Barth,Male,Old English,0,1
Barthi,Male,Old English,0,1
Basinc,Male,Old English,0,1
Baswin,Male,Old English,0,1
Batswein,Male,Old English,0,1
Baudry,Male,Old English,0,1
Bearda,Male,Old English,0,1
Beatrice,Male,Old English,0,1
Beluard,Male,Old English,0,1
Benedict,Male,Old English,0,1
Bentelin,Male,Old English,0,1
Benzelin,Male,Old English,0,1
Beollan,Male,Old English,0,1
Beorhtfrith,Male,Old English,0,1
Beorhtheah,Male,Old English,0,1
Beorhthere,Male,Old English,0,1
Beorhthun,Male,Old English,0,1
Beorhtmann,Male,Old English,0,1
Beorhtnoth,Male,Old English,0,1
Beorhtraed,Male,Old English,0,1
Beorhtsige,Male,Old English,0,1
Beorhtstan,Male,Old English,0,1
Beorhtweald,Male,Old English,0,1
Beorhtweard,Male,Old English,0,1
Beorhtwig,Male,Old English,0,1
Beorhtwine,Male,Old English,0,1
Beorhtwulf,Male,Old English,0,1
Beorn,Male,Old English,0,1
Beornheah,Male,Old English,0,1
Beornweald,Male,Old English,0,1
Beornwulf,Male,Old English,0,1
Bera,Male,Old English,0,1
Berard,Male,Old English,0,1
Berenger,Male,Old English,0,1
Berewold,Male,Old English,0,1
Bergulf,Male,Old English,0,1
Bernard,Male,Old English,0,1
Berner,Male,Old English,0,1
Berold,Male,Old English,0,1
Bersi,Male,Old English,0,1
Berthor,Male,Old English,0,1
Bertram,Male,Old English,0,1
Besi,Male,Old English,0,1
Best,Male,Old English,0,1
Bettice,Male,Old English,0,1
Beulf,Male,Old English,0,1
Bicca,Male,Old English,0,1
Bigot,Male,Old English,0,1
Bil,Male,Old English,0,1
Bisceop,Male,Old English,0,1
Bisi,Male,Old English,0,1
Blaca,Male,Old English,0,1
Blacher,Male,Old English,0,1
Blaec,Male,Old English,0,1
Blaecmaer,Male,Old English,0,1
Blaecmann,Male,Old English,0,1
Blaecstan,Male,Old English,0,1
Blaecsunu,Male,Old English,0,1
Blaecwine,Male,Old English,0,1
Blanc,Male,Old English,0,1
Blanchard,Male,Old English,0,1
Blechu,Male,Old English,0,1
Bleio,Male,Old English,0,1
Blize,Male,Old English,0,1
Blohin,Male,Old English,0,1
Bo,Male,Old English,0,1
Boda,Male,Old English,0,1
Bodd,Male,Old English,0,1
Bodin,Male,Old English,0,1
Boia,Male,Old English,0,1
Bolla,Male,Old English,0,1
Bolli,Male,Old English,0,1
Bondi,Male,Old English,0,1
Bordin,Male,Old English,0,1
Borel,Male,Old English,0,1
Boscher,Male,Old English,0,1
Boselin,Male,Old English,0,1
Bosi,Male,Old English,0,1
Boso,Male,Old English,0,1
Bosten,Male,Old English,0,1
Boteric,Male,Old English,0,1
Bothild,Male,Old English,0,1
Boti,Male,Old English,0,1
Botic,Male,Old English,0,1
Botolph,Male,Old English,0,1
Bovi,Male,Old English,0,1
Bovo,Male,Old English,0,1
Brand,Male,Old English,0,1
Brandulf,Male,Old English,0,1
Brandwin,Male,Old English,0,1
Branting,Male,Old English,0,1
Breme,Male,Old English,0,1
Bretel,Male,Old English,0,1
Brian,Male,Old English,0,1
Brisard,Male,Old English,0,1
Broddi,Male,Old English,0,1
Broklauss,Male,Old English,0,1
Brorda,Male,Old English,0,1
Brothir,Male,Old English,0,1
Brothor,Male,Old English,0,1
Brumage,Male,Old English,0,1
Brun,Male,Old English,0,1
Brunard,Male,Old English,0,1
Brunel,Male,Old English,0,1
Brungar,Male,Old English,0,1
Brunhyse,Male,Old English,0,1
Brunier,Male,Old English,0,1
Bruning,Male,Old English,0,1
Brunlocc,Male,Old English,0,1
Brunmaer,Male,Old English,0,1
Brunmann,Male,Old English,0,1
Brunsunu,Male,Old English,0,1
Brunwine,Male,Old English,0,1
Bucca,Male,Old English,0,1
Buggi,Male,Old English,0,1
