innovation_id,source_id,source_link,source_title,analogue_name,category,domain,era_id,history_year,history_year_from,history_year_to,rank,spreadability,complexity,starter_prevalence,prerequisite_ids,curation_status,notes
bidriware,invsrc_0222,Timeline of historic inventions.wiki:430,Bidriware,Bidriware,craft,toolmaking,medieval,1350,1301,1400,6,0.46,0.535,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
huolongchushui,invsrc_0218,Timeline of historic inventions.wiki:425,Huolongchushui,multi-stage fire rockets,military,warfare,medieval,1350,1301,1400,6,0.23,0.635,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
jacob_s_staff_described,invsrc_0220,Timeline of historic inventions.wiki:428,Jacob's staff described,cross-staff navigation,maritime,navigation,medieval,1350,1301,1400,6,0.52,0.635,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
naval_mine,invsrc_0221,Timeline of historic inventions.wiki:429,Naval mine,Naval mine,military,warfare,medieval,1350,1301,1400,6,0.23,0.635,0,gunpowder,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
painting_canvas_was_first_used,invsrc_0219,Timeline of historic inventions.wiki:427,Painting Canvas was first used,stretched painting canvas,culture,art,medieval,1350,1301,1400,6,0.58,0.455,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
handgun,invsrc_0223,Timeline of historic inventions.wiki:431,Handgun,handguns,military,warfare,medieval,1364,1364,1364,6,0.23,0.635,0,hand_cannon,reviewed,curated third pass: local analogue wording tightened while preserving prior balance
brace,invsrc_0226,Timeline of historic inventions.wiki:447,Brace,hand braces,craft,toolmaking,medieval,1420,1420,1420,6,0.46,0.535,0,woodworking,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
printing_press,invsrc_0227,Timeline of historic inventions.wiki:448,Printing press,Printing press,communication,writing,medieval,1439,1439,1439,6,0.64,0.615,0,movable_type;paper,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
arquebus_is_invented_possibly,invsrc_0228,Timeline of historic inventions.wiki:449,"Arquebus is invented, possibly",matchlock arquebuses,military,warfare,medieval,1450,1401,1500,6,0.23,0.635,0,hand_cannon,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
coil_spring,invsrc_0224,Timeline of historic inventions.wiki:436,Coil spring,coil springs,craft,toolmaking,medieval,1450,1401,1500,6,0.46,0.535,0,iron_smelting,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
mainspring,invsrc_0225,Timeline of historic inventions.wiki:446,Mainspring,clock mainsprings,energy,power,medieval,1450,1401,1500,6,0.46,0.535,0,coil_spring;form_of_mechanical_escapement_the_verge_escapement,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
large_scale_use_of_liquation_for_separating_silver,invsrc_0229,Timeline of historic inventions.wiki:450,Large scale use of Liquation for separating silver,silver-copper liquation,material,materials,medieval,1453,1453,1453,6,0.42,0.615,0,copper_smelting,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
mariner_s_astrolabe,invsrc_0230,Timeline of historic inventions.wiki:451,Mariner's astrolabe,Mariner's astrolabe,maritime,navigation,medieval,1480,1480,1480,6,0.52,0.635,0,astrolabe_invented;sailing,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
rifling_is_first_used,invsrc_0233,Timeline of historic inventions.wiki:457,Rifling is first used,rifled barrels,military,warfare,early_modern,1540,1540,1540,7,0.218,0.67,0,handgun;lathe,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
chintz_or_printed_clothing,invsrc_0231,Timeline of historic inventions.wiki:455,Chintz or printed clothing,printed cotton cloth,craft,textiles,early_modern,1550,1501,1600,7,0.448,0.57,0,woodblock_printing;cotton_thread,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
hookah,invsrc_0232,Timeline of historic inventions.wiki:456,Hookah,Hookah,craft,toolmaking,early_modern,1550,1501,1600,7,0.448,0.57,0,,unreviewed,"excluded pending curation: source row is too specific, branded, or ambiguous for a local analogue"
floating_dry_dock,invsrc_0234,Timeline of historic inventions.wiki:458,Floating dry dock,floating dry docks,maritime,navigation,early_modern,1560,1560,1560,7,0.448,0.57,0,dry_dock_under_ptolemy_iv,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
mercator_projection_map_created,invsrc_0235,Timeline of historic inventions.wiki:459,Mercator Projection map created,rhumb-line sea charts,maritime,navigation,early_modern,1569,1569,1569,7,0.508,0.67,0,mariner_s_astrolabe;paper,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
stocking_frame_invented,invsrc_0236,Timeline of historic inventions.wiki:460,Stocking frame: Invented,stocking frames,craft,textiles,early_modern,1589,1589,1589,7,0.448,0.57,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
backstaff_invented,invsrc_0237,Timeline of historic inventions.wiki:461,Backstaff: Invented,backstaff navigation,maritime,navigation,early_modern,1594,1594,1594,7,0.508,0.67,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
newspaper_johann_carolus,invsrc_0238,Timeline of historic inventions.wiki:465,Newspaper : Johann Carolus,periodic news-sheets,communication,writing,early_modern,1605,1605,1605,7,0.628,0.65,0,printing_press,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
telescope_patent_applied_for_by_hans_lippershey,invsrc_0239,Timeline of historic inventions.wiki:466,Telescope: Patent applied for by Hans Lippershey,refracting telescopes,science,scholarship,early_modern,1608,1608,1608,7,0.288,0.83,0,glass_manufacture,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
optical_microscope,invsrc_0240,Timeline of historic inventions.wiki:467,Optical microscope,Optical microscope,science,scholarship,early_modern,1620,1620,1620,7,0.288,0.83,0,glass_manufacture,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
slide_rule_invented,invsrc_0241,Timeline of historic inventions.wiki:468,Slide rule: invented,slide rules,craft,toolmaking,early_modern,1630,1630,1630,7,0.448,0.57,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
use_of_the_flintlock,invsrc_0242,Timeline of historic inventions.wiki:469,Use of the flintlock,flintlock firing locks,military,warfare,early_modern,1630,1630,1630,7,0.218,0.67,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
mechanical_calculator,invsrc_0243,Timeline of historic inventions.wiki:470,Mechanical calculator,Mechanical calculator,computing,computation,early_modern,1642,1642,1642,7,0.198,0.99,0,gears;formal_systems,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
barometer_invented,invsrc_0244,Timeline of historic inventions.wiki:471,Barometer: invented,barometers,science,scholarship,early_modern,1643,1643,1643,7,0.288,0.83,0,glass_manufacture,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
vacuum_pump_invented,invsrc_0245,Timeline of historic inventions.wiki:472,Vacuum pump: Invented,vacuum pumps,science,scholarship,early_modern,1650,1650,1650,7,0.288,0.83,0,barometer_invented,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
pendulum_clock_invented_by_christiaan_huygens,invsrc_0246,Timeline of historic inventions.wiki:473,Pendulum clock: Invented by Christiaan Huygens,pendulum clocks,science,scholarship,early_modern,1656,1656,1656,7,0.288,0.83,0,gears,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
functional_reflecting_telescope_constructed,invsrc_0247,Timeline of historic inventions.wiki:474,Functional reflecting telescope constructed,reflecting telescopes,science,scholarship,early_modern,1668,1668,1668,7,0.288,0.83,0,telescope_patent_applied_for_by_hans_lippershey,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
pressure_cooker_invented,invsrc_0248,Timeline of historic inventions.wiki:475,Pressure-cooker: Invented,sealed pressure cookers,craft,toolmaking,early_modern,1679,1679,1679,7,0.448,0.57,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
christiaan_huygens,invsrc_0249,Timeline of historic inventions.wiki:476,Christiaan Huygens,piston engine concept,energy,power,early_modern,1680,1680,1680,7,0.238,0.87,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
thomas_savery,invsrc_0250,Timeline of historic inventions.wiki:477,Thomas Savery,steam mine pumps,energy,power,early_modern,1698,1698,1698,7,0.238,0.87,0,christiaan_huygens,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
bartolomeo_cristofori,invsrc_0251,Timeline of historic inventions.wiki:480,Bartolomeo Cristofori,hammer-string keyboards,culture,art,early_modern,1709,1709,1709,7,0.568,0.49,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
thomas_newcomen,invsrc_0252,Timeline of historic inventions.wiki:481,Thomas Newcomen,atmospheric mine engines,energy,power,early_modern,1712,1712,1712,7,0.238,0.87,0,thomas_savery,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
lewis_paul,invsrc_0253,Timeline of historic inventions.wiki:482,Lewis Paul,mechanized cotton spinning,craft,craft,early_modern,1738,1738,1738,7,0.448,0.57,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
pieter_van_musschenbroek,invsrc_0254,Timeline of historic inventions.wiki:483,Pieter van Musschenbroek,static charge jars,energy,power,early_modern,1745,1745,1745,7,0.238,0.87,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
john_roebuck,invsrc_0255,Timeline of historic inventions.wiki:484,John Roebuck,lead-chamber acid works,material,materials,early_modern,1746,1746,1746,7,0.408,0.65,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
william_cullen_invents_the_first_artificial_refrigeration_machine,invsrc_0256,Timeline of historic inventions.wiki:485,William Cullen invents the first artificial refrigeration machine,artificial refrigeration,domestic,household,industrial,1755,1755,1755,8,0.596,0.485,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
james_hargreaves,invsrc_0257,Timeline of historic inventions.wiki:486,James Hargreaves,multi-spindle spinning frames,craft,craft,industrial,1764,1764,1764,8,0.436,0.605,0,lewis_paul,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
nicolas_joseph_cugnot,invsrc_0258,Timeline of historic inventions.wiki:487,Nicolas-Joseph Cugnot,steam road vehicles,transport,transport,industrial,1769,1769,1769,8,0.456,0.705,0,thomas_newcomen,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
john_wilkinson_invents_his_boring_machine_considered,invsrc_0259,Timeline of historic inventions.wiki:488,"John Wilkinson invents his boring machine, considered",precision boring machines,craft,craft,industrial,1774,1774,1774,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
jesse_ramsden_invents_the_modern_screw_cutting_lathe,invsrc_0260,Timeline of historic inventions.wiki:489,Jesse Ramsden invents the modern screw-cutting lathe,precision screw-cutting lathes,craft,toolmaking,industrial,1775,1775,1775,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
john_wilkinson,invsrc_0261,Timeline of historic inventions.wiki:490,John Wilkinson,iron boat hulls,craft,toolmaking,industrial,1776,1776,1776,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
hyder_ali,invsrc_0262,Timeline of historic inventions.wiki:491,Hyder Ali,metal-cylinder rockets,military,warfare,industrial,1780,1780,1780,8,0.206,0.705,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
claude_de_jouffroy_builds_the_first_steamboat,invsrc_0263,Timeline of historic inventions.wiki:492,Claude de Jouffroy builds the first steamboat,steam riverboats,maritime,navigation,industrial,1783,1783,1783,8,0.496,0.705,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
louis_sebastien_lenormand,invsrc_0265,Timeline of historic inventions.wiki:494,Louis-Sébastien Lenormand,parachute harnesses,transport,transport,industrial,1783,1783,1783,8,0.456,0.705,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
montgolfier_brothers,invsrc_0264,Timeline of historic inventions.wiki:493,Montgolfier brothers,hot-air balloons,transport,transport,industrial,1783,1783,1783,8,0.456,0.705,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
martinus_van_marum,invsrc_0266,Timeline of historic inventions.wiki:495,Martinus van Marum,electrolysis,science,scholarship,industrial,1785,1785,1785,8,0.556,0.525,0,pieter_van_musschenbroek,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
andrew_meikle_invents_the_threshing_machine,invsrc_0267,Timeline of historic inventions.wiki:496,Andrew Meikle invents the threshing machine,threshing machines,craft,toolmaking,industrial,1786,1786,1786,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
edmund_cartwright_invents_the_power_loom,invsrc_0268,Timeline of historic inventions.wiki:497,Edmund Cartwright invents the power loom,power looms,craft,textiles,industrial,1789,1789,1789,8,0.436,0.605,0,james_hargreaves,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
claude_chappe_invents_the_semaphore_telegraph,invsrc_0269,Timeline of historic inventions.wiki:498,Claude Chappe invents the semaphore telegraph,semaphore telegraph towers,communication,writing,industrial,1792,1792,1792,8,0.616,0.685,0,newspaper_johann_carolus,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
eli_whitney_invents_the_modern_cotton_gin,invsrc_0270,Timeline of historic inventions.wiki:499,Eli Whitney invents the modern cotton gin,saw-tooth cotton gins,craft,toolmaking,industrial,1793,1793,1793,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
joseph_bramah_invents_the_hydraulic_press,invsrc_0271,Timeline of historic inventions.wiki:500,Joseph Bramah invents the hydraulic press,hydraulic presses,craft,toolmaking,industrial,1795,1795,1795,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
alois_senefelder_invents_the_lithography_printing_technique,invsrc_0272,Timeline of historic inventions.wiki:501,Alois Senefelder invents the lithography printing technique,lithographic printing,communication,writing,industrial,1796,1796,1796,8,0.616,0.685,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
edward_jenner,invsrc_0273,Timeline of historic inventions.wiki:502,Edward Jenner,smallpox vaccination,medicine,medicine,industrial,1796,1796,1796,8,0.336,0.785,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
paper_machine_is_invented,invsrc_0274,Timeline of historic inventions.wiki:503,Paper machine is invented,continuous paper machines,communication,writing,industrial,1799,1799,1799,8,0.616,0.685,0,printing_press,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
alessandro_volta,invsrc_0275,Timeline of historic inventions.wiki:509,Alessandro Volta,voltaic piles,energy,power,industrial,1800,1800,1800,8,0.226,0.905,0,pieter_van_musschenbroek,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
humphry_davy_invents_the_arc_lamp,invsrc_0276,Timeline of historic inventions.wiki:510,Humphry Davy invents the arc lamp,arc lamps,energy,power,industrial,1802,1802,1802,8,0.226,0.905,0,alessandro_volta,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
friedrich_serturner,invsrc_0277,Timeline of historic inventions.wiki:511,Friedrich Sertürner,alkaloid extraction,craft,toolmaking,industrial,1804,1804,1804,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
hanaoka_seishu,invsrc_0280,Timeline of historic inventions.wiki:514,Hanaoka Seishū,surgical general anesthesia,craft,toolmaking,industrial,1804,1804,1804,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
joseph_marie_jacquard_develops_his_automated_jacquard_loom,invsrc_0278,Timeline of historic inventions.wiki:512,Joseph Marie Jacquard develops his automated Jacquard loom,punched-pattern looms,craft,textiles,industrial,1804,1804,1804,8,0.436,0.605,0,edmund_cartwright_invents_the_power_loom,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
richard_trevithick_invents_the_steam_locomotive,invsrc_0279,Timeline of historic inventions.wiki:513,Richard Trevithick invents the steam locomotive,steam railway locomotives,transport,transport,industrial,1804,1804,1804,8,0.226,0.905,0,thomas_newcomen,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
francois_isaac_de_rivaz,invsrc_0282,Timeline of historic inventions.wiki:516,François Isaac de Rivaz,hydrogen combustion wagons,transport,transport,industrial,1807,1807,1807,8,0.456,0.705,0,thomas_newcomen;nicolas_joseph_cugnot,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
nicephore_niepce,invsrc_0281,Timeline of historic inventions.wiki:515,Nicéphore Niépce,early combustion engines,energy,power,industrial,1807,1807,1807,8,0.456,0.705,0,thomas_newcomen,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
robert_fulton,invsrc_0283,Timeline of historic inventions.wiki:517,Robert Fulton,commercial steamboats,maritime,navigation,industrial,1807,1807,1807,8,0.496,0.705,0,thomas_newcomen;sailing,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
abraham_louis_breguet_creates_the_first_wristwatch,invsrc_0285,Timeline of historic inventions.wiki:522,Abraham-Louis Breguet creates the first wristwatch,wristwatches,craft,toolmaking,industrial,1810,1810,1810,8,0.436,0.605,0,mainspring,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
nicolas_appert_invents_the_canning_process_for_food,invsrc_0284,Timeline of historic inventions.wiki:521,Nicolas Appert invents the canning process for food,canned food preservation,craft,toolmaking,industrial,1810,1810,1810,8,0.436,0.605,0,food_storage,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
friedrich_koenig,invsrc_0286,Timeline of historic inventions.wiki:523,Friedrich Koenig,steam-powered printing presses,communication,writing,industrial,1811,1811,1811,8,0.616,0.685,0,printing_press;thomas_newcomen,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_reid_clanny,invsrc_0287,Timeline of historic inventions.wiki:524,William Reid Clanny,miners safety lamps,energy,power,industrial,1812,1812,1812,8,0.226,0.905,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
james_fox,invsrc_0288,Timeline of historic inventions.wiki:525,James Fox,metal planing machines,craft,toolmaking,industrial,1814,1814,1814,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
francis_ronalds,invsrc_0290,Timeline of historic inventions.wiki:527,Francis Ronalds,electric telegraphy,communication,writing,industrial,1816,1816,1816,8,0.616,0.685,0,alessandro_volta,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
rene_laennec_invents_the_first_stethoscope,invsrc_0289,Timeline of historic inventions.wiki:526,René Laennec invents the first Stethoscope,stethoscopes,craft,toolmaking,industrial,1816,1816,1816,8,0.436,0.605,0,surgical_treatise_appeared,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
robert_stirling_invents_the_stirling_engine,invsrc_0291,Timeline of historic inventions.wiki:528,Robert Stirling invents the Stirling engine,closed-cycle heat engines,energy,power,industrial,1816,1816,1816,8,0.456,0.705,0,thomas_newcomen,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
karl_von_drais,invsrc_0292,Timeline of historic inventions.wiki:529,Karl von Drais,balance bicycles,craft,toolmaking,industrial,1817,1817,1817,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
marc_isambard_brunel_invents_the_tunnelling_shield,invsrc_0293,Timeline of historic inventions.wiki:530,Marc Isambard Brunel invents the tunnelling shield,tunnelling shields,craft,toolmaking,industrial,1818,1818,1818,8,0.436,0.605,0,mining,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
charles_babbage,invsrc_0296,Timeline of historic inventions.wiki:546,Charles Babbage,programmable mechanical calculators,computing,computation,industrial,1822,1822,1822,8,0.186,1,0,mechanical_calculator,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
nicephore_niepce_invents_heliography_the_first_photographic_process,invsrc_0295,Timeline of historic inventions.wiki:545,"Nicéphore Niépce invents Heliography, the first photographic process",heliographic photography,craft,toolmaking,industrial,1822,1822,1822,8,0.436,0.605,0,camera_obscura_described,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
thomas_blanchard_invents_the_pattern_tracing_lathe,invsrc_0294,Timeline of historic inventions.wiki:533,Thomas Blanchard invents the pattern-tracing lathe,pattern-tracing lathes,craft,toolmaking,industrial,1822,1822,1822,8,0.206,0.705,0,lathe,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
johann_wolfgang_dobereiner_invents_the_first_lighter,invsrc_0297,Timeline of historic inventions.wiki:547,Johann Wolfgang Döbereiner invents the first lighter,chemical lighters,craft,toolmaking,industrial,1823,1823,1823,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
johann_nikolaus_von_dreyse_invents_the_bolt_action_rifle,invsrc_0298,Timeline of historic inventions.wiki:548,Johann Nikolaus von Dreyse invents the bolt-action rifle,bolt-action rifles,military,warfare,industrial,1824,1824,1824,8,0.206,0.705,0,rifling_is_first_used,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_sturgeon_invents_the_electromagnet,invsrc_0299,Timeline of historic inventions.wiki:549,William Sturgeon invents the electromagnet,electromagnets,craft,toolmaking,industrial,1824,1824,1824,8,0.436,0.605,0,,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
gas_stove,invsrc_0301,Timeline of historic inventions.wiki:551,Gas stove,gas cooking stoves,domestic,household,industrial,1826,1826,1826,8,0.436,0.605,0,,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
john_walker_invents_the_friction_match,invsrc_0300,Timeline of historic inventions.wiki:550,John Walker invents the friction match,friction matches,craft,toolmaking,industrial,1826,1826,1826,8,0.436,0.605,0,sulfur_matches_exist,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
anyos_jedlik,invsrc_0304,Timeline of historic inventions.wiki:554,Ányos Jedlik,commutated electric motors,energy,power,industrial,1828,1828,1828,8,0.436,0.605,0,william_sturgeon_invents_the_electromagnet,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
james_beaumont_neilson_develops_the_hot_blast_process,invsrc_0302,Timeline of historic inventions.wiki:552,James Beaumont Neilson develops the hot blast process,hot-blast ironmaking,craft,toolmaking,industrial,1828,1828,1828,8,0.436,0.605,0,blast_furnace,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
patrick_bell_invents_the_reaping_machine,invsrc_0303,Timeline of historic inventions.wiki:553,Patrick Bell invents the reaping machine,mechanical reapers,craft,toolmaking,industrial,1828,1828,1828,8,0.436,0.605,0,seed_drill,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
henry_robinson_palmer,invsrc_0307,Timeline of historic inventions.wiki:557,Henry Robinson Palmer,corrugated galvanized iron,material,materials,industrial,1829,1829,1829,8,0.396,0.685,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
louis_braille,invsrc_0305,Timeline of historic inventions.wiki:555,Louis Braille,tactile reading code,communication,writing,industrial,1829,1829,1829,8,0.456,0.705,0,paper,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
william_mann_invents_the_compound_air_compressor,invsrc_0306,Timeline of historic inventions.wiki:556,William Mann invents the compound air compressor,compound air compressors,craft,toolmaking,industrial,1829,1829,1829,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
edwin_budding_invents_the_lawn_mower,invsrc_0308,Timeline of historic inventions.wiki:560,Edwin Budding invents the lawn mower,rotary lawn mowers,domestic,household,industrial,1830,1830,1830,8,0.496,0.745,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
michael_faraday_invents_a_method_of_electromagnetic_induction,invsrc_0309,Timeline of historic inventions.wiki:561,Michael Faraday invents a method of electromagnetic induction,electromagnetic induction,energy,power,industrial,1831,1831,1831,8,0.226,0.905,0,alessandro_volta,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
charles_babbage_2,invsrc_0310,Timeline of historic inventions.wiki:562,Charles Babbage,Charles Babbage,computing,computation,industrial,1833,1833,1833,8,0.186,1,0,,unreviewed,"excluded pending curation: duplicate, novelty, or too-specific modern source row needs a stronger local analogue"
moritz_von_jacobi,invsrc_0311,Timeline of historic inventions.wiki:563,Moritz von Jacobi,practical electric motors,energy,power,industrial,1834,1834,1834,8,0.226,0.905,0,anyos_jedlik,reviewed,curated third pass: row-level analogue/category/prerequisite review completed
joseph_henry_invents_the_electromechanical_relay,invsrc_0312,Timeline of historic inventions.wiki:564,Joseph Henry invents the electromechanical relay,electromechanical relays,craft,toolmaking,industrial,1835,1835,1835,8,0.436,0.605,0,michael_faraday_invents_a_method_of_electromagnetic_induction,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
samuel_morse_invents_morse_code,invsrc_0313,Timeline of historic inventions.wiki:565,Samuel Morse invents Morse code,pulse telegraph code,communication,writing,industrial,1837,1837,1837,8,0.616,0.685,0,claude_chappe_invents_the_semaphore_telegraph,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
moritz_von_jacobi_invents_electrotyping,invsrc_0314,Timeline of historic inventions.wiki:566,Moritz von Jacobi invents electrotyping,electrotype printing plates,craft,toolmaking,industrial,1838,1838,1838,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
charles_goodyear_invents_vulcanized_rubber,invsrc_0318,Timeline of historic inventions.wiki:570,Charles Goodyear invents vulcanized rubber,vulcanized rubber,craft,toolmaking,industrial,1839,1839,1839,8,0.436,0.605,0,rubber_mesoamerican_ballgame,reviewed,curated first pass: local analogue/category/prerequisites reviewed; rank retiered to broad era progression
edmond_becquerel,invsrc_0317,Timeline of historic inventions.wiki:569,Edmond Becquerel,photovoltaic effect,energy,power,industrial,1839,1839,1839,8,0.226,0.905,0,michael_faraday_invents_a_method_of_electromagnetic_induction,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
james_nasmyth_invents_the_steam_hammer,invsrc_0316,Timeline of historic inventions.wiki:568,James Nasmyth invents the steam hammer,steam hammers,energy,power,industrial,1839,1839,1839,8,0.226,0.905,0,thomas_newcomen,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
kirkpatrick_macmillan_invents_the_first_bicycle,invsrc_0320,Timeline of historic inventions.wiki:572,Kirkpatrick Macmillan invents the first bicycle,pedal bicycles,craft,toolmaking,industrial,1839,1839,1839,8,0.436,0.605,0,,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
louis_daguerre_invents_daguerreotype_photography,invsrc_0319,Timeline of historic inventions.wiki:571,Louis Daguerre invents daguerreotype photography,daguerreotype photography,craft,toolmaking,industrial,1839,1839,1839,8,0.436,0.605,0,nicephore_niepce_invents_heliography_the_first_photographic_process,reviewed,curated second pass: source-title artifact localized and category/prerequisite balance reviewed
